postcode,postcode_space,postcode area,Median download speed (Mbit/s),Average download speed (Mbit/s),Maximum download speed (Mbit/s),Average download speed (Mbit/s) for lines < 10Mbit/s,Average download speed (Mbit/s) for lines 10<30Mbit/s,Average download speed (Mbit/s) for lines 30<300Mbit/s,Average download speed (Mbit/s) for SFBB lines,Average download speed (Mbit/s) for UFBB lines,Median upload speed (Mbit/s),Average upload speed (Mbit/s),Maximum upload speed (Mbit/s),Average upload speed (Mbit/s) for lines < 10Mbit/s,Average upload speed (Mbit/s) for lines 10<30Mbit/s,Average upload speed (Mbit/s) for lines 30<300Mbit/s,Average upload speed (Mbit/s) for SFBB lines,Average upload speed (Mbit/s) for UFBB lines,Number of connections < 2 Mbit/s (number of lines),Number of connections 2<5 Mbit/s (number of lines),Number of connections 5<10 Mbit/s (number of lines),Number of connections 10<30 Mbit/s (number of lines),Number of connections 30<300 Mbit/s (number of lines),Number of connections >= 300 Mbit/s (number of lines),Number of connections >= 30 Mbit/s (number of lines),Average data usage (GB),Median data usage (GB),Average data usage (GB) for lines <10Mbits,Average data usage (GB) for lines 10<30Mbit/s,Average data usage (GB) for lines 30<300Mbit/s,Average data usage (GB) for SFBB lines,Average data usage (GB) for UFBB lines
NW11QE,NW1 1QE,NW,73.3,88.1,460,,18.7,77.2,101.1,460,17,14.8,36,,1,16.1,17.4,36,0,0,0,3,15,1,16,614,308,,90,664,673,808
NW11QH,NW1 1QH,NW,71.7,74.2,205,,18.3,92.9,92.9,,10,11.2,21,,1,14.6,14.6,,0,0,0,3,9,0,9,443,374,,399,458,458,
NW11QR,NW1 1QR,NW,107,161.4,593,,22,105.5,168.7,505.7,16.6,17.7,39,,1,14.9,18.5,38,0,0,0,1,16,3,19,588,353,,262,621,543,125
NW11QT,NW1 1QT,NW,55,71.1,205,,15.5,85,85,,10,11.7,21,,1,14.4,14.4,,0,0,0,2,8,0,8,457,364,,125,483,483,
NW11QU,NW1 1QU,NW,69.5,137.5,1096,,15,87.7,140.3,653.3,19.5,18.2,49,,1,16.3,18.6,40.8,0,0,0,1,39,4,43,550,468,,35,469,459,368
NW11RB,NW1 1RB,NW,107,99.4,205,,,99.4,99.4,,10,14.1,21,,,14.1,14.1,,0,0,0,0,11,0,11,450,414,,,369,369,
NW11RD,NW1 1RD,NW,50.5,81.5,460,,17.3,74.4,95.8,460,10,9.9,36,,3,9.9,11.4,36,0,0,0,4,17,1,18,321,274,,347,276,298,660
NW11RE,NW1 1RE,NW,107,108,331,2,18.6,139.7,174.5,331,10,10.6,36,1,0.9,13.7,17.7,36,0,1,0,7,9,2,11,313,235,80,188,300,357,613
NW11RH,NW1 1RH,NW,107,91.8,331,,17,107,151.8,331,10,8.9,36,,1,10,15.2,36,0,0,0,4,4,1,5,221,178,,250,63,153,517
NW11RJ,NW1 1RJ,NW,45.4,117.9,331,,13,77.8,128.4,331,8.6,13.2,36,,1,9.1,14.5,36,0,0,0,1,8,2,10,481,342,,199,496,461,321
NW11RL,NW1 1RL,NW,79.5,100.4,331,,18,130.5,159.1,331,7.5,9.9,36,,1.2,12.8,16.1,36,0,0,0,5,6,1,7,387,413,,226,521,447,0
NW11RN,NW1 1RN,NW,17.4,33.1,107,8,17,107,107,,1.1,2.8,10,1,1,10,10,,0,0,1,3,1,0,1,222,115,7,294,0,0,
NW11RS,NW1 1RS,NW,79.5,78.6,205,,17.2,124.6,124.6,,7.5,7.4,21,,1,12.1,12.1,,0,0,0,6,8,0,8,243,192,,166,179,179,
NW11RT,NW1 1RT,NW,18.1,71,331,8,16.1,131.5,171.4,331,1.1,6.8,36,1,1,12.8,17.4,36,0,0,1,8,4,1,5,341,328,45,349,315,388,679
NW11RU,NW1 1RU,NW,21.1,69.4,205,,16.8,139.7,139.7,,1,6.4,21,,1,13.7,13.7,,0,0,0,4,3,0,3,365,120,,361,371,371,
NW11RW,NW1 1RW,NW,107,138.2,593,,17.7,107,228.5,593,10,10.3,39,,1,10,17.3,39,0,0,0,3,3,1,4,416,210,,88,605,454,0
NW11RX,NW1 1RX,NW,72.4,74.5,107,,17,89,89,,10,12.2,20,,1,15,15,,0,0,0,1,4,0,4,148,55,,54,134,134,
NW11SA,NW1 1SA,NW,75,120.4,331,,17.5,93.8,131.2,331,10,16,36,,1,14.1,17.6,36,0,0,0,2,16,3,19,833,316,,28,1004,918,459
NW11SN,NW1 1SN,NW,74.3,77.4,107,,,77.4,77.4,,19.5,18.3,20,,,18.3,18.3,,0,0,0,0,7,0,7,569,343,,,569,569,
NW11SP,NW1 1SP,NW,66.5,82.5,205,,10,97,97,,14.8,13.5,21,,1,16.2,16.2,,0,0,0,1,5,0,5,1061,996,,165,1240,1240,
NW11SS,NW1 1SS,NW,107,141.6,593,,16,102,150,462,10,15.4,39,,1,13,16.3,37.5,0,0,0,1,13,2,15,257,158,,25,248,221,43
NW11ST,NW1 1ST,NW,107,143.4,593,,19,116.5,148.3,435,19.5,16.5,39,,1,14.9,17.1,36.6,0,0,0,2,45,5,50,703,499,,101,681,685,719
NW11SY,NW1 1SY,NW,62.8,56.4,76.73,,19,65.8,65.8,,11,11.7,20,,1,14.5,14.5,,0,0,0,1,4,0,4,564,677,,677,536,536,
NW11TN,NW1 1TN,NW,70.4,79.3,205,8,13.7,96.1,96.1,,10,12,21,0,1,14.8,14.8,,0,0,1,3,16,0,16,717,415,0,152,823,823,
NW11TP,NW1 1TP,NW,72.5,82.4,205,8,14,88.9,88.9,,19,14.6,21,1,1,15.9,15.9,,0,0,1,1,22,0,22,428,226,33,2,446,446,
NW11TS,NW1 1TS,NW,107,152.8,460,,,108.5,152.8,374,19.8,19.8,36,,,16.5,19.8,36,0,0,0,0,15,3,18,656,564,,,436,547,1100
NW11TT,NW1 1TT,NW,70.1,80.7,331,7,11.5,79.1,89.2,331,19.8,15.8,36,1,1,16.8,17.6,36,0,0,1,2,24,1,25,495,350,64,60,553,547,409
NW11TY,NW1 1TY,NW,64.4,96.3,460,,14.4,97.6,107.4,460,10,13.4,36,,1,14.5,15.1,36,0,0,0,5,36,1,37,542,469,,194,553,560,814
NW11UA,NW1 1UA,NW,81.4,93.1,331,8,15,93.4,109.2,331,10,10.9,36,1,2,11,12.7,36,0,0,1,2,14,1,15,509,382,412,280,512,478,0
NW11UE,NW1 1UE,NW,107,105.9,331,,14.7,115.6,151.5,331,10,10.6,36,,1,11.2,15.3,36,0,0,0,3,5,1,6,424,397,,345,346,464,1052
NW11UG,NW1 1UG,NW,107,94,331,8.5,15.1,119.6,156.3,331,10,9.3,36,1,1,11.5,15.7,36,0,0,2,16,19,4,23,451,340,61,450,421,408,343
NW11UH,NW1 1UH,NW,107,133.4,331,,14.3,128,173.1,331,10,13.5,36,,1,12.4,17.6,36,0,0,0,6,14,4,18,475,392,,334,404,416,460
NW12AR,NW1 2AR,NW,150,349.6,1000,5,19.8,93.1,386.8,782.6,10,8.4,19.53,1,1,4.2,2.4,0,0,1,1,4,31,23,54,398,49,1,18,177,102,0
NW12AT,NW1 2AT,NW,18.6,23.9,70.32,,18.7,70,70,,1.2,3,19.53,,1.1,20,20,,0,0,0,9,1,0,1,212,172,,127,757,757,
NW12AW,NW1 2AW,NW,21.8,20.6,22.99,,20.6,,,,1.2,1.1,1.27,,1.1,,,,0,0,0,9,0,0,0,411,203,,411,,,
NW12DN,NW1 2DN,NW,11.6,13.9,24.02,7.3,20.5,,,,1.1,1.6,6,2,1,,,,0,0,4,4,0,0,0,8,5,8,7,,,
NW12EU,NW1 2EU,NW,107,90.7,331,7,20.2,132.9,147.1,331,10,8.7,36,1,1.1,13,14.6,36,0,0,1,10,13,1,14,369,228,9,265,384,390,467
NW12HA,NW1 2HA,NW,23.4,55.6,107,,21.3,107,107,,1.1,4.7,10,,1,10,10,,0,0,0,3,2,0,2,457,253,,288,711,711,
NW12HB,NW1 2HB,NW,20.5,59.1,205,8,19.3,131.5,131.5,,1.2,5.3,21,1,1.2,12.8,12.8,,0,0,1,6,4,0,4,282,151,5,380,205,205,
NW12HL,NW1 2HL,NW,19.7,49.1,205,4.5,18.7,139.7,139.7,,1.1,4.5,21,1,1,13.7,13.7,,1,0,1,6,3,0,3,201,62,7,109,450,450,
NW12HN,NW1 2HN,NW,23.4,80.7,460,,20.1,107,177.6,460,1.3,6.5,36,,1.1,10,15.2,36,0,0,0,8,4,1,5,151,115,,83,196,230,368
NW12HR,NW1 2HR,NW,21.5,65.8,331,8,20.1,121,147.3,331,1.2,6,36,1,1.1,11.6,14.6,36,0,0,1,13,7,1,8,335,285,691,187,518,488,273
NW12JE,NW1 2JE,NW,107,79.1,107,,15,97.4,97.4,,10,8,10,,1,10,10,,0,0,0,2,7,0,7,194,161,,409,132,132,
NW12JH,NW1 2JH,NW,107,122.3,205,,,122.3,122.3,,19.8,17.3,21,,,17.4,17.4,,0,0,0,0,14,0,14,640,440,,,594,594,
NW12JJ,NW1 2JJ,NW,76.1,113.2,460,,16.3,74.4,128.5,417,10,15.2,36,,1,14,17.5,36,0,0,0,3,16,3,19,435,241,,49,358,405,654
NW12JL,NW1 2JL,NW,107,108.9,331,,13.7,105.5,114.9,331,18.5,15.3,36,,1,15.3,16.2,36,0,0,0,3,46,2,48,641,502,,76,658,650,450
NW12JN,NW1 2JN,NW,76.8,85.6,205,,19,91.4,91.4,,14.7,14.3,21,,3.8,15.3,15.3,,0,0,0,4,46,0,46,793,683,,361,779,779,
NW12JP,NW1 2JP,NW,78.1,84.6,205,,17.5,90.5,90.5,,18.8,14.6,21,,4.5,15.4,15.4,,0,0,0,4,46,0,46,657,465,,283,661,661,
NW12JR,NW1 2JR,NW,52,75.4,205,,24,96,96,,8.5,10.9,21,,8.5,11.8,11.8,,0,0,0,2,5,0,5,648,911,,109,864,864,
NW12JS,NW1 2JS,NW,89.6,122.7,460,,11,94.5,135.1,460,10,13.4,36,,1,12.1,14.8,36,0,0,0,1,8,1,9,467,339,,206,417,444,666
NW12JT,NW1 2JT,NW,79.7,78.1,107,10,,86.6,86.6,,10,11.9,20,1,,13.4,13.4,,0,0,1,0,8,0,8,799,805,1,,699,699,
NW12JX,NW1 2JX,NW,107,134.3,460,,,93.5,134.2,460,10,13.9,36,,,11.3,14,36,0,0,0,0,8,1,9,507,477,,,452,451,444
NW12JY,NW1 2JY,NW,107,116,205,,,116,116,,10,11.6,21,,,11.6,11.6,,0,0,0,0,5,0,5,130,142,,,104,104,
NW12LA,NW1 2LA,NW,107,106.3,331,,,92.3,106.3,331,10,15,36,,,13.7,15,36,0,0,0,0,16,1,17,967,769,,,884,853,363
NW12ND,NW1 2ND,NW,107,76.8,205,,21.4,126.6,126.6,,10,7,21,,1.1,12.2,12.2,,0,0,0,9,10,0,10,365,320,,202,329,329,
NW12NJ,NW1 2NJ,NW,18.9,52.7,460,,19.2,107,195.3,460,1.3,4.1,36,,1.2,10,16.5,36,0,0,0,17,3,1,4,291,211,,289,301,226,0
NW12NN,NW1 2NN,NW,107,72.8,205,,17.9,111.3,111.3,,10,6.7,21,,1.1,10.6,10.6,,0,0,0,7,10,0,10,261,205,,103,319,319,
NW12NR,NW1 2NR,NW,23.2,93.2,460,,19.7,150.6,181.5,460,1.3,8.3,36,,1.1,14.9,17,36,0,0,0,12,9,1,10,627,300,,365,821,753,143
NW12PA,NW1 2PA,NW,65.2,61.3,107,3,19.7,107,107,,5.6,5.5,10,0,1,10,10,,0,1,0,3,4,0,4,402,236,9,342,545,545,
NW12PB,NW1 2PB,NW,20.6,63.6,331,,19.4,107,163,331,1.2,5.9,36,,1.1,10,16.5,36,0,0,0,9,3,1,4,275,241,,187,265,199,0
NW12PE,NW1 2PE,NW,22.6,102.2,1096,3,19.3,119.3,238.1,713.5,1.2,7.4,49,0.5,1.1,11.4,17.6,42.5,1,1,0,14,8,2,10,342,197,24,289,375,378,394
NW12PX,NW1 2PX,NW,23.4,48,107,5,21.2,107,107,,1.3,4,10,0,1.2,10,10,,0,0,1,5,3,0,3,363,188,159,225,662,662,
NW13AA,NW1 3AA,NW,107,123.7,331,,18,106.6,129,331,10,14.5,36,,1,12.8,15.2,36,0,0,0,1,18,2,20,516,414,,8,329,413,1167
NW13AD,NW1 3AD,NW,79.7,100.4,331,5.5,15,96.5,113.3,331,19.5,15.5,36,0.5,1,16.2,17.6,36,1,0,1,2,26,2,28,419,323,6,58,414,399,212
NW13AF,NW1 3AF,NW,150,169.7,1000,9,15,125,214.3,750,1,1,1.25,1,1,0,0,0,0,0,1,3,12,2,14,326,305,673,210,0,0,0
NW13BR,NW1 3BR,NW,50,228.6,1000,6,16.3,85.7,425,900,1.1,1,1.21,1,1.1,0,0,0,0,1,1,9,7,5,12,347,333,297,358,0,0,0
NW13DE,NW1 3DE,NW,50,266.1,1000,,16.9,117.9,467.3,875,1.1,1.1,1.26,,1.1,0,0,0,0,0,0,21,14,12,26,60,21,,48,0,0,0
NW13DF,NW1 3DF,NW,50,72.6,150,,16.5,103.2,103.2,,1.1,1.1,1.24,,1.2,0,0,,0,0,0,6,11,0,11,129,49,,129,0,0,
NW13DL,NW1 3DL,NW,55.2,164.9,1000,10,17,68.2,192.2,750,15,12.1,20,1,1,10.6,8.6,0,0,0,1,3,18,4,22,577,495,142,217,469,384,0
NW13DS,NW1 3DS,NW,79.7,284,1000,,14.8,85.5,300,842.1,12.4,13.2,20,,1,7.6,5.5,0,0,0,0,4,48,19,67,330,199,,44,168,121,0
NW13ED,NW1 3ED,NW,17.6,42.6,205,10,16.2,119.3,119.3,,1.1,3.7,21,1,1,11.4,11.4,,0,0,1,22,8,0,8,329,204,594,247,437,437,
NW13EE,NW1 3EE,NW,18.7,41.5,205,,18.1,205,205,,1.2,3.7,21,,1.1,21,21,,0,0,0,7,1,0,1,216,44,,117,697,697,
NW13EH,NW1 3EH,NW,19.2,31.8,107,,16.8,107,107,,1.2,2.6,10,,1,10,10,,0,0,0,5,1,0,1,538,539,,491,774,774,
NW13EJ,NW1 3EJ,NW,107,115.8,331,,19.3,107,171,331,10,11.5,36,,1.3,10,17.4,36,0,0,0,4,5,2,7,300,222,,262,115,322,838
NW13EN,NW1 3EN,NW,66.1,111.3,593,8,16.8,88.5,159.2,418.3,17.5,14.2,39,0,1,16.5,20.9,37,0,0,1,6,11,3,14,599,481,0,38,644,754,1157
NW13EP,NW1 3EP,NW,107,168.1,460,,22,131.5,197.2,460,10,14.7,36,,1,12.8,17.4,36,0,0,0,1,4,1,5,482,333,,333,403,416,467
NW13ES,NW1 3ES,NW,58.7,53.1,75.32,,11,61.4,61.4,,15.9,13.8,19.98,,1,16.4,16.4,,0,0,0,1,5,0,5,946,1036,,31,1129,1129,
NW13EU,NW1 3EU,NW,67.8,63.7,79.91,,15,67.7,67.7,,19.1,15.9,19.98,,1,17.2,17.2,,0,0,0,1,12,0,12,500,485,,64,536,536,
NW13EW,NW1 3EW,NW,19.7,24.9,78.12,,20.1,78,78,,1.2,2.7,19.53,,1.2,20,20,,0,0,0,11,1,0,1,349,289,,298,570,570,
NW13EX,NW1 3EX,NW,107,93.4,205,6,15,106.2,106.2,,10,12.2,21,1,1,13.9,13.9,,0,0,1,2,19,0,19,698,420,6,566,675,675,
NW13EY,NW1 3EY,NW,72.9,61.2,79.67,,11,71.2,71.2,,19.3,16.4,19.98,,1,19.6,19.6,,0,0,0,1,5,0,5,455,400,,965,353,353,
NW13FB,NW1 3FB,NW,49.4,68.4,205,,14.3,88.8,88.8,,10,9,21,,1.3,11.9,11.9,,0,0,0,3,8,0,8,707,499,,105,932,932,
NW13FF,NW1 3FF,NW,76.3,94.1,500,6.3,13.3,88.2,109.3,500,10,12.2,21,0.8,1,11.6,11.1,0,0,1,3,3,37,2,39,498,350,117,297,434,412,0
NW13FH,NW1 3FH,NW,75.5,88.2,205,,,88.2,88.2,,19.3,17.7,21,,,17.7,17.7,,0,0,0,0,10,0,10,1211,1104,,,1212,1212,
NW13FJ,NW1 3FJ,NW,78.1,84.1,205,,19.5,102.6,102.6,,10,12.7,21,,5.5,14.7,14.7,,0,0,0,2,7,0,7,795,432,,595,852,852,
NW13JP,NW1 3JP,NW,20.2,82.5,593,,18.2,137.1,183.5,462,1.2,7.6,39,,1.1,14.5,17.8,37.5,0,0,0,22,12,2,14,523,390,,349,663,609,286
NW13JR,NW1 3JR,NW,107,133.8,1096,,17.1,125.7,176.8,1096,10,10.6,49,,1.1,12.2,14.1,49,0,0,0,7,18,1,19,374,331,,336,368,349,0
NW13JS,NW1 3JS,NW,72.5,84.2,205,,13.8,109.3,109.3,,10,10.1,21,,1,13.4,13.4,,0,0,0,5,14,0,14,475,433,,210,569,569,
NW13JT,NW1 3JT,NW,107,120.4,460,,19.1,161.4,191.3,460,10,11.1,36,,1.1,16.1,18.1,36,0,0,0,7,9,1,10,301,176,,207,340,306,0
NW13LB,NW1 3LB,NW,79.5,103.7,460,4,16,86.9,115.2,363.3,10,13.8,36,1,1,13.1,15.5,36,0,1,0,4,35,4,39,508,335,110,196,392,524,1678
NW13LE,NW1 3LE,NW,107,166.9,460,,16.4,122.1,208.8,434.2,10,14.7,36,,1.2,11.7,18.4,36,0,0,0,5,13,5,18,601,289,,213,433,541,823
NW13LG,NW1 3LG,NW,107,128.1,460,7.5,18.2,141.6,202.2,349.4,10,12.6,36,0.5,1.1,13.9,20.3,36,0,1,1,14,17,7,24,270,185,124,183,306,310,321
NW13LH,NW1 3LH,NW,79.9,112,460,7.5,,99.3,119,395.5,13.3,15.2,36,0.5,,14.7,16.1,36,0,0,2,0,28,2,30,492,375,451,,411,413,438
NW13LJ,NW1 3LJ,NW,60.3,106.5,331,,16,75.8,110.6,331,14.9,16.9,36,,9,14.4,17.3,36,0,0,0,1,19,3,22,782,680,,246,733,770,1006
NW13LL,NW1 3LL,NW,107,116.1,331,,12,102.3,127.7,331,13.6,15.5,36,,1,14.8,17.1,36,0,0,0,1,8,1,9,604,470,,20,677,602,0
NW13LN,NW1 3LN,NW,107,95.7,331,,14.5,92.7,102.2,331,10,12.4,36,,1,12.3,13.3,36,0,0,0,2,24,1,25,566,514,,127,517,510,339
NW13LP,NW1 3LP,NW,70.2,86,205,,,86,86,,16.7,14.9,21,,,14.9,14.9,,0,0,0,0,16,0,16,754,760,,,754,754,
NW13LR,NW1 3LR,NW,107,157.7,1096,,16,106.2,165.3,653.3,12,16.6,49,,1,14.7,17.5,40.8,0,0,0,2,33,4,37,595,535,,485,576,553,364
NW13NY,NW1 3NY,NW,15.4,14.3,17.41,9,15.4,,,,1.2,1.1,1.24,1,1,,,,0,0,1,5,0,0,0,638,633,1153,535,,,
NW13PA,NW1 3PA,NW,77.2,69.2,79.67,,,69.2,69.2,,19.8,15.5,20,,,15.5,15.5,,0,0,0,0,6,0,6,460,317,,,460,460,
NW13PE,NW1 3PE,NW,14.3,15.5,17.59,,15.4,,,,1.1,1.1,1.27,,1.2,,,,0,0,0,5,0,0,0,307,366,,307,,,
NW13PH,NW1 3PH,NW,107,140.3,460,,16.3,143.8,235.6,382.6,10,13.2,36,,1.1,14.1,22.5,36,0,0,0,10,8,5,13,574,483,,442,479,499,530
NW13PJ,NW1 3PJ,NW,107,84.5,205,8,17.2,138.1,138.1,,10,8.1,21,1,1.1,13.6,13.6,,0,0,1,10,14,0,14,609,347,139,341,747,747,
NW13PP,NW1 3PP,NW,107,185.4,460,,20.5,107,240.5,374,10,17.5,36,,1,10,23,36,0,0,0,2,3,3,6,1162,1175,,610,748,1152,1555
NW13PR,NW1 3PR,NW,107,109,205,6,17.3,147.4,147.4,,10,10.6,21,1,1.2,14.5,14.5,,0,0,1,6,17,0,17,561,430,82,354,597,597,
NW13PS,NW1 3PS,NW,20.7,84,593,,17.1,124.8,176.7,462,1.2,7.3,39,,1,12,15.9,37.5,0,0,0,18,11,2,13,435,328,,253,569,586,679
NW13PT,NW1 3PT,NW,78.4,96.8,205,,18,102.8,102.8,,20,17.3,21,,1,18.5,18.5,,0,0,0,1,13,0,13,857,737,,17,921,921,
NW13QB,NW1 3QB,NW,107,120.7,460,,17.7,106.5,136.9,395.5,11.4,14.7,36,,1,14.6,16.9,36,0,0,0,3,17,2,19,704,505,,170,751,714,403
NW13QD,NW1 3QD,NW,69.6,74.5,331,,16.2,79,90.5,331,10,12.5,36,,1,14.6,15.6,36,0,0,0,6,21,1,22,528,441,,381,520,496,0
NW13QE,NW1 3QE,NW,107,86.8,205,,17,117.9,117.9,,10,8.1,21,,1.3,11.2,11.2,,0,0,0,4,9,0,9,444,443,,312,404,404,
NW13QG,NW1 3QG,NW,107,102.5,331,6.3,14.6,139.7,167,331,10,10.3,36,1,1.1,13.7,16.9,36,0,1,2,7,12,2,14,420,479,61,334,387,450,825
NW13QH,NW1 3QH,NW,107,85.7,205,,17.7,126.6,126.6,,10,8,21,,1,12.2,12.2,,0,0,0,3,5,0,5,350,216,,262,333,333,
NW13QJ,NW1 3QJ,NW,107,121.7,460,5,16.4,121.8,156.2,374,10,11.7,36,1,1.2,11.8,15.1,36,1,0,1,5,19,3,22,425,270,4,168,332,367,591
NW13QL,NW1 3QL,NW,107,87.3,331,,15.4,114,141.1,331,10,8.4,36,,1.1,10.8,13.9,36,0,0,0,12,14,2,16,425,353,,452,362,351,277
NW13QN,NW1 3QN,NW,107,88.8,107,,16,107,107,,10,8.2,10,,1,10,10,,0,0,0,1,4,0,4,262,243,,648,166,166,
NW13QP,NW1 3QP,NW,61.7,83.6,205,7,15.5,156,156,,5.6,8.2,21,1,1,15.5,15.5,,0,0,2,2,4,0,4,558,519,27,357,925,925,
NW13QR,NW1 3QR,NW,47.4,50.4,107,,18,66.5,66.5,,10,9.2,19.53,,3,12.5,12.5,,0,0,0,2,4,0,4,281,89,,40,402,402,
NW13QS,NW1 3QS,NW,66.3,120.7,331,9,13.5,117.3,131.6,331,20,16.7,36,1,1,17,18.3,36,0,0,1,2,28,2,30,552,399,24,318,451,511,1359
NW13QT,NW1 3QT,NW,81.8,123.7,460,4,13,100.7,151.9,374,10,14.3,36,2,1,13.3,17.6,36,0,1,0,3,13,3,16,430,316,131,299,315,366,587
NW13RA,NW1 3RA,NW,70.8,91.4,205,,18.5,96.4,96.4,,14.9,14.5,21,,1,15.4,15.4,,0,0,0,2,29,0,29,700,515,,316,703,703,
NW13RB,NW1 3RB,NW,72.9,85,331,9,15.7,86.4,95.2,331,10,13.8,36,1,1.3,14.8,15.5,36,0,0,1,3,27,1,28,499,430,274,162,470,454,0
NW13RD,NW1 3RD,NW,71.1,81.3,205,,19,88.2,88.2,,20,16.2,21,,1,17.9,17.9,,0,0,0,1,9,0,9,465,478,,28,462,462,
NW13RE,NW1 3RE,NW,107,114.4,331,,18.9,133.7,150.2,331,10,11.2,36,,1.1,13,14.9,36,0,0,0,9,22,2,24,468,318,,215,467,524,1152
NW13RG,NW1 3RG,NW,92.6,227.1,1096,8,,118.7,258.3,1096,19.5,19,49,2,,16.8,21.4,49,0,0,1,0,6,1,7,618,512,41,,714,612,0
NW13RJ,NW1 3RJ,NW,107,109.6,460,,18.4,105.5,124.8,395.5,10,14,36,,3.4,14.3,15.8,36,0,0,0,5,28,2,30,722,499,,288,771,722,49
NW13RL,NW1 3RL,NW,79.8,71.9,107,,21,78.3,78.3,,10,13.4,20,,1,15,15,,0,0,0,1,8,0,8,262,267,,0,262,262,
NW13RN,NW1 3RN,NW,107,95.4,205,,17.5,126.6,126.6,,10,9,21,,1,12.2,12.2,,0,0,0,2,5,0,5,312,229,,213,289,289,
NW13RP,NW1 3RP,NW,107,115.6,331,,19.5,114.5,124.3,331,13.5,15,36,,1,15.3,16.3,36,0,0,0,2,21,1,22,589,434,,499,585,570,265
NW13RR,NW1 3RR,NW,107,90.5,107,,22,94.3,94.3,,10,12.5,19.53,,1,13.1,13.1,,0,0,0,1,18,0,18,620,444,,67,616,616,
NW13SG,NW1 3SG,NW,78.9,94.1,331,7,,84.1,99.5,331,17,16.6,36,1,,16.3,17.5,36,0,0,1,0,15,1,16,603,483,5,,513,603,1949
NW13SH,NW1 3SH,NW,19.8,84.4,460,9,17.4,143.3,167.6,460,1.3,7.7,36,1,1.1,14.2,15.8,36,0,0,1,15,12,1,13,354,207,355,151,467,559,1668
NW13SJ,NW1 3SJ,NW,107,166.4,460,,21.5,132.8,207.9,395.5,20,18,36,,1,17.4,22.7,36,0,0,0,2,5,2,7,970,1120,,29,1178,962,421
NW13SL,NW1 3SL,NW,93.4,181.7,1096,,20,99.7,194.2,713.5,17.3,18,49,,1,15.1,19.3,42.5,0,0,0,1,11,2,13,505,298,,17,398,387,326
NW13SX,NW1 3SX,NW,54.3,81,331,5,14.3,82.2,93,331,10,11.9,36,1,3.7,12.4,13.4,36,0,0,1,3,22,1,23,333,229,224,43,325,361,1158
NW13SY,NW1 3SY,NW,54.6,66.7,205,,18,78.9,78.9,,14.3,13.2,21,,1,16.1,16.1,,0,0,0,2,8,0,8,240,67,,37,291,291,
NW13TA,NW1 3TA,NW,54.8,66.9,205,8.5,15.5,76.5,76.5,,10,10.9,21,1,1,12.7,12.7,,0,0,2,2,23,0,23,386,309,439,90,390,390,
NW13TB,NW1 3TB,NW,61.3,101.1,331,3,21,92.7,111,331,10,14.8,36,1,3.5,14.6,16.2,36,0,1,0,2,24,2,26,622,458,387,502,618,593,298
NW13TD,NW1 3TD,NW,107,122.7,331,,16,122.9,130.6,331,20,16.9,36,,1,17.4,18.1,36,0,0,0,2,26,1,27,600,489,,43,569,597,1337
NW13TE,NW1 3TE,NW,107,145.2,331,2,,119.8,158.2,331,10,16.2,36,1,,13.6,17.6,36,0,1,0,0,9,2,11,492,328,39,,470,444,329
NW13TG,NW1 3TG,NW,17.3,17,20.75,,17,,,,1.1,1.1,1.27,,1.1,,,,0,0,0,18,0,0,0,249,166,,236,,,
NW13TH,NW1 3TH,NW,14.3,77.8,593,10,14.6,107,269,593,1.2,5.8,39,1,1.1,10,19.7,39,0,0,1,8,2,1,3,287,222,175,337,142,95,0
NW14AA,NW1 4AA,NW,10.1,87.2,1096,7.8,11.1,,1096,1096,1,4.4,49,1,1,,49,49,0,1,5,7,0,1,1,42,20,52,34,,0,0
NW14AB,NW1 4AB,NW,107,122.7,331,9.5,10.5,131.5,197.8,330.5,10,14.1,50,1,1,12.8,22.8,43,0,0,2,2,4,2,6,263,220,20,43,379,418,496
NW14AD,NW1 4AD,NW,25.8,25.3,39.84,,11,39.7,39.7,,6.3,5.4,9.93,,2,9,9,,0,0,0,3,3,0,3,161,152,,134,188,188,
NW14AE,NW1 4AE,NW,107,184.1,593,8,10.5,146.2,300.9,494.3,10,15.2,39,1,1,14.4,24.7,37.5,0,0,4,2,5,4,9,309,230,179,107,406,343,265
NW14AS,NW1 4AS,NW,10.1,10.5,13.85,8.8,11.6,,,,0.9,0.9,1.13,0.8,1,,,,0,0,4,7,0,0,0,262,285,119,307,,,
NW14AU,NW1 4AU,NW,32.3,29.5,44.2,5,21.2,36.9,36.9,,5.8,5.8,10.76,1,3.8,7.3,7.3,,0,1,1,5,12,0,12,537,249,21,387,685,685,
NW14AX,NW1 4AX,NW,34.9,32.3,63.61,6.3,18.1,40.2,40.2,,6.7,6.3,17.24,1.3,3,8,8,,0,0,3,10,28,0,28,429,265,268,114,559,559,
NW14BA,NW1 4BA,NW,48.3,45.7,78.12,6,16.6,56,56,,10.6,11.1,20,1,2.6,14.1,14.1,,0,0,1,5,18,0,18,435,244,109,544,423,423,
NW14BB,NW1 4BB,NW,46.3,44.7,72.19,10,14,55.5,55.5,,12.1,11.8,20,1,1,15.3,15.3,,0,0,1,1,6,0,6,1493,135,7,67,1978,1978,
NW14BF,NW1 4BF,NW,156,200.3,460,3,,143.8,218.3,417,15.5,18.5,36,1,,14.1,20.1,36,0,1,0,0,8,3,11,565,438,300,,407,486,699
